poi_id,poi_name,poi_category,poi_subcategory,city,district,latitude,longitude,poi_weight,visitor_potential,h3_index,data_source
POI_BDG_021,Training Center Bandung 21,Education,Training Center,Bandung,Buahbatu,-6.965932,107.647393,0.83,High,H3_BDG_011,Dummy OSM/POI proxy
POI_BDG_022,Office Center Bandung 22,Commercial,Office Center,Bandung,Ujungberung,-6.921254,107.700481,0.77,Low,H3_BDG_018,Dummy OSM/POI proxy
POI_BDG_023,Hospital Bandung 23,Health,Hospital,Bandung,Coblong,-6.872759,107.618216,0.91,Medium,H3_BDG_017,Dummy OSM/POI proxy
POI_BDG_024,Market Bandung 24,Commercial,Market,Bandung,Ujungberung,-6.912633,107.696074,0.46,Low,H3_BDG_026,Dummy OSM/POI proxy
POI_BDG_025,Station Bandung 25,Transportation,Station,Bandung,Coblong,-6.865132,107.621635,0.74,Low,H3_BDG_017,Dummy OSM/POI proxy
POI_BDG_026,Clinic Bandung 26,Health,Clinic,Bandung,Gedebage,-6.941876,107.682298,0.66,Low,H3_BDG_022,Dummy OSM/POI proxy
POI_BDG_027,University Bandung 27,Education,University,Bandung,Buahbatu,-6.936592,107.65672,0.72,Low,H3_BDG_019,Dummy OSM/POI proxy
POI_BDG_028,Station Bandung 28,Transportation,Station,Bandung,Gedebage,-6.94254,107.694738,0.46,Low,H3_BDG_005,Dummy OSM/POI proxy
POI_BDG_029,Apartment Bandung 29,Residential,Apartment,Bandung,Coblong,-6.860196,107.612098,0.88,Low,H3_BDG_017,Dummy OSM/POI proxy
POI_BDG_030,Office Center Bandung 30,Commercial,Office Center,Bandung,Gedebage,-6.928677,107.691158,0.89,High,H3_BDG_007,Dummy OSM/POI proxy
POI_BDG_031,Gas Station Bandung 31,Fuel & Mobility,Gas Station,Bandung,Gedebage,-6.950286,107.691865,0.46,High,H3_BDG_005,Dummy OSM/POI proxy
POI_BDG_032,Apartment Bandung 32,Residential,Apartment,Bandung,Buahbatu,-6.961979,107.656835,0.42,Low,H3_BDG_011,Dummy OSM/POI proxy
POI_BDG_033,Workshop Bandung 33,Fuel & Mobility,Workshop,Bandung,Coblong,-6.871692,107.608502,0.74,Low,H3_BDG_017,Dummy OSM/POI proxy
POI_BDG_034,Apartment Bandung 34,Residential,Apartment,Bandung,Sukajadi,-6.886006,107.600371,0.84,Low,H3_BDG_016,Dummy OSM/POI proxy
POI_BDG_035,Terminal Bandung 35,Transportation,Terminal,Bandung,Sukajadi,-6.891605,107.605432,0.96,High,H3_BDG_016,Dummy OSM/POI proxy
POI_BDG_036,Office Center Bandung 36,Commercial,Office Center,Bandung,Cicendo,-6.905719,107.582221,0.69,Low,H3_BDG_021,Dummy OSM/POI proxy
POI_BDG_037,Office Center Bandung 37,Commercial,Office Center,Bandung,Ujungberung,-6.915753,107.704863,0.94,High,H3_BDG_026,Dummy OSM/POI proxy
POI_BDG_038,School Bandung 38,Education,School,Bandung,Buahbatu,-6.938646,107.66669,0.94,Low,H3_BDG_019,Dummy OSM/POI proxy
POI_BDG_039,Office Center Bandung 39,Commercial,Office Center,Bandung,Coblong,-6.886366,107.623866,0.83,Low,H3_BDG_010,Dummy OSM/POI proxy
POI_BDG_040,Market Bandung 40,Commercial,Market,Bandung,Buahbatu,-6.941234,107.659347,0.87,Medium,H3_BDG_019,Dummy OSM/POI proxy
POI_BDG_041,University Bandung 41,Education,University,Bandung,Ujungberung,-6.933812,107.682439,0.91,Medium,H3_BDG_012,Dummy OSM/POI proxy
POI_BDG_042,Shop House Bandung 42,Commercial,Shop House,Bandung,Buahbatu,-6.932325,107.656159,0.48,High,H3_BDG_019,Dummy OSM/POI proxy
POI_BDG_043,Mall Bandung 43,Commercial,Mall,Bandung,Ujungberung,-6.914584,107.70167,0.51,Medium,H3_BDG_026,Dummy OSM/POI proxy
POI_BDG_044,Office Center Bandung 44,Commercial,Office Center,Bandung,Buahbatu,-6.939408,107.644726,0.78,High,H3_BDG_019,Dummy OSM/POI proxy
POI_BDG_045,Mall Bandung 45,Commercial,Mall,Bandung,Cicendo,-6.892699,107.606246,0.86,High,H3_BDG_008,Dummy OSM/POI proxy
POI_BDG_046,Terminal Bandung 46,Transportation,Terminal,Bandung,Antapani,-6.903343,107.663092,0.76,Low,H3_BDG_020,Dummy OSM/POI proxy
POI_BDG_047,Training Center Bandung 47,Education,Training Center,Bandung,Antapani,-6.9006,107.667926,0.49,Low,H3_BDG_027,Dummy OSM/POI proxy
POI_BDG_048,University Bandung 48,Education,University,Bandung,Antapani,-6.90348,107.658617,0.78,Medium,H3_BDG_020,Dummy OSM/POI proxy
POI_BDG_049,Apartment Bandung 49,Residential,Apartment,Bandung,Antapani,-6.903676,107.649782,0.77,Medium,H3_BDG_023,Dummy OSM/POI proxy
POI_BDG_050,Pharmacy Bandung 50,Health,Pharmacy,Bandung,Ujungberung,-6.90265,107.700766,0.48,High,H3_BDG_001,Dummy OSM/POI proxy
POI_BDG_051,Mall Bandung 51,Commercial,Mall,Bandung,Coblong,-6.873923,107.612842,0.58,High,H3_BDG_017,Dummy OSM/POI proxy
POI_BDG_052,Apartment Bandung 52,Residential,Apartment,Bandung,Ujungberung,-6.898791,107.703613,0.58,Medium,H3_BDG_001,Dummy OSM/POI proxy
POI_BDG_053,Market Bandung 53,Commercial,Market,Bandung,Ujungberung,-6.90474,107.684489,0.41,Medium,H3_BDG_013,Dummy OSM/POI proxy
POI_BDG_054,Workshop Bandung 54,Fuel & Mobility,Workshop,Bandung,Cicendo,-6.924636,107.598937,0.53,High,H3_BDG_024,Dummy OSM/POI proxy
POI_BDG_055,Office Center Bandung 55,Commercial,Office Center,Bandung,Gedebage,-6.935303,107.691758,0.61,Low,H3_BDG_007,Dummy OSM/POI proxy
POI_BDG_056,University Bandung 56,Education,University,Bandung,Ujungberung,-6.919602,107.707714,0.68,Medium,H3_BDG_018,Dummy OSM/POI proxy
POI_BDG_057,Shop House Bandung 57,Commercial,Shop House,Bandung,Ujungberung,-6.897713,107.683623,0.72,Low,H3_BDG_029,Dummy OSM/POI proxy
POI_BDG_058,Office Center Bandung 58,Commercial,Office Center,Bandung,Gedebage,-6.983634,107.708708,0.91,Medium,H3_BDG_025,Dummy OSM/POI proxy
POI_BDG_059,Clinic Bandung 59,Health,Clinic,Bandung,Cicendo,-6.923064,107.603693,0.79,Low,H3_BDG_004,Dummy OSM/POI proxy
POI_BDG_060,Shop House Bandung 60,Commercial,Shop House,Bandung,Ujungberung,-6.910185,107.696025,0.89,Low,H3_BDG_026,Dummy OSM/POI proxy
POI_BDG_061,Training Center Bandung 61,Education,Training Center,Bandung,Coblong,-6.886377,107.617749,0.71,Low,H3_BDG_010,Dummy OSM/POI proxy
POI_BDG_062,Mall Bandung 62,Commercial,Mall,Bandung,Sukajadi,-6.887579,107.602576,0.97,High,H3_BDG_016,Dummy OSM/POI proxy
POI_BDG_063,Housing Complex Bandung 63,Residential,Housing Complex,Bandung,Coblong,-6.8861,107.622205,0.51,Medium,H3_BDG_030,Dummy OSM/POI proxy
POI_BDG_064,Hospital Bandung 64,Health,Hospital,Bandung,Gedebage,-6.928237,107.689054,0.86,Low,H3_BDG_007,Dummy OSM/POI proxy
POI_BDG_065,Training Center Bandung 65,Education,Training Center,Bandung,Coblong,-6.886436,107.626613,0.91,Low,H3_BDG_030,Dummy OSM/POI proxy
POI_BDG_066,Shop House Bandung 66,Commercial,Shop House,Bandung,Buahbatu,-6.97056,107.646627,0.93,Medium,H3_BDG_028,Dummy OSM/POI proxy
POI_BDG_067,Pharmacy Bandung 67,Health,Pharmacy,Bandung,Sukajadi,-6.892124,107.60968,0.72,Low,H3_BDG_016,Dummy OSM/POI proxy
POI_BDG_068,Parking Area Bandung 68,Fuel & Mobility,Parking Area,Bandung,Coblong,-6.865757,107.61822,0.58,High,H3_BDG_017,Dummy OSM/POI proxy
POI_BDG_069,School Bandung 69,Education,School,Bandung,Gedebage,-6.980437,107.714014,0.8,Low,H3_BDG_025,Dummy OSM/POI proxy
POI_BDG_070,Pharmacy Bandung 70,Health,Pharmacy,Bandung,Gedebage,-6.936015,107.692418,0.91,Low,H3_BDG_022,Dummy OSM/POI proxy
POI_BDG_071,Clinic Bandung 71,Health,Clinic,Bandung,Ujungberung,-6.926134,107.706667,0.59,Medium,H3_BDG_018,Dummy OSM/POI proxy
POI_BDG_072,Pharmacy Bandung 72,Health,Pharmacy,Bandung,Sukajadi,-6.879784,107.602725,0.61,Medium,H3_BDG_014,Dummy OSM/POI proxy
POI_BDG_073,Mall Bandung 73,Commercial,Mall,Bandung,Coblong,-6.907526,107.589092,0.87,High,H3_BDG_006,Dummy OSM/POI proxy
POI_BDG_074,Gas Station Bandung 74,Fuel & Mobility,Gas Station,Bandung,Sukajadi,-6.870627,107.620482,0.45,Low,H3_BDG_014,Dummy OSM/POI proxy
POI_BDG_075,Mall Bandung 75,Commercial,Mall,Bandung,Coblong,-6.899618,107.597582,0.69,High,H3_BDG_006,Dummy OSM/POI proxy
POI_BDG_076,Parking Area Bandung 76,Fuel & Mobility,Parking Area,Bandung,Buahbatu,-6.962801,107.662827,0.38,Low,H3_BDG_011,Dummy OSM/POI proxy
POI_BDG_077,School Bandung 77,Education,School,Bandung,Antapani,-6.911486,107.647215,0.76,Medium,H3_BDG_023,Dummy OSM/POI proxy
POI_BDG_078,Shop House Bandung 78,Commercial,Shop House,Bandung,Cicendo,-6.920614,107.592244,0.88,Medium,H3_BDG_024,Dummy OSM/POI proxy
POI_BDG_079,Shop House Bandung 79,Commercial,Shop House,Bandung,Ujungberung,-6.89886,107.692413,0.48,High,H3_BDG_001,Dummy OSM/POI proxy
POI_BDG_080,Station Bandung 80,Transportation,Station,Bandung,Cicendo,-6.899623,107.580285,0.56,High,H3_BDG_021,Dummy OSM/POI proxy
POI_BDG_081,Parking Area Bandung 81,Fuel & Mobility,Parking Area,Bandung,Sukajadi,-6.8868,107.601747,0.54,High,H3_BDG_016,Dummy OSM/POI proxy
POI_BDG_082,Workshop Bandung 82,Fuel & Mobility,Workshop,Bandung,Gedebage,-6.943225,107.691791,0.76,High,H3_BDG_005,Dummy OSM/POI proxy
POI_BDG_083,Gas Station Bandung 83,Fuel & Mobility,Gas Station,Bandung,Ujungberung,-6.899715,107.689369,0.55,High,H3_BDG_013,Dummy OSM/POI proxy
POI_BDG_084,Public Service Office Bandung 84,Public Service,Public Service Office,Bandung,Coblong,-6.887202,107.62969,0.91,Medium,H3_BDG_010,Dummy OSM/POI proxy
POI_BDG_085,Office Center Bandung 85,Commercial,Office Center,Bandung,Cicendo,-6.918999,107.588318,0.37,High,H3_BDG_024,Dummy OSM/POI proxy
POI_BDG_086,Terminal Bandung 86,Transportation,Terminal,Bandung,Cicendo,-6.899223,107.599698,0.46,Low,H3_BDG_008,Dummy OSM/POI proxy
POI_BDG_087,University Bandung 87,Education,University,Bandung,Cicendo,-6.911532,107.617613,0.61,Low,H3_BDG_004,Dummy OSM/POI proxy
POI_BDG_088,Hospital Bandung 88,Health,Hospital,Bandung,Cicendo,-6.898217,107.625051,0.6,Low,H3_BDG_004,Dummy OSM/POI proxy
POI_BDG_089,Public Service Office Bandung 89,Public Service,Public Service Office,Bandung,Cicendo,-6.900706,107.599761,0.9,Low,H3_BDG_008,Dummy OSM/POI proxy
POI_BDG_090,Bus Stop Bandung 90,Transportation,Bus Stop,Bandung,Buahbatu,-6.94416,107.648307,0.92,Medium,H3_BDG_002,Dummy OSM/POI proxy
POI_BDG_091,Mall Bandung 91,Commercial,Mall,Bandung,Ujungberung,-6.923575,107.701606,0.84,High,H3_BDG_018,Dummy OSM/POI proxy
POI_BDG_092,Shop House Bandung 92,Commercial,Shop House,Bandung,Sukajadi,-6.87408,107.604718,0.5,Low,H3_BDG_014,Dummy OSM/POI proxy
POI_BDG_093,Office Center Bandung 93,Commercial,Office Center,Bandung,Buahbatu,-6.949157,107.645326,0.35,Low,H3_BDG_015,Dummy OSM/POI proxy
POI_BDG_094,Pharmacy Bandung 94,Health,Pharmacy,Bandung,Ujungberung,-6.917614,107.686886,0.97,Medium,H3_BDG_012,Dummy OSM/POI proxy
POI_BDG_095,University Bandung 95,Education,University,Bandung,Coblong,-6.883934,107.615513,0.87,High,H3_BDG_010,Dummy OSM/POI proxy
POI_BDG_096,Pharmacy Bandung 96,Health,Pharmacy,Bandung,Ujungberung,-6.93535,107.68793,0.81,High,H3_BDG_012,Dummy OSM/POI proxy
POI_BDG_097,Gas Station Bandung 97,Fuel & Mobility,Gas Station,Bandung,Ujungberung,-6.905066,107.693008,0.51,High,H3_BDG_013,Dummy OSM/POI proxy
POI_BDG_098,Bus Stop Bandung 98,Transportation,Bus Stop,Bandung,Ujungberung,-6.911489,107.705768,0.88,Medium,H3_BDG_026,Dummy OSM/POI proxy
POI_BDG_099,Gas Station Bandung 99,Fuel & Mobility,Gas Station,Bandung,Gedebage,-6.929246,107.696071,0.65,Medium,H3_BDG_007,Dummy OSM/POI proxy
POI_BDG_100,Public Service Office Bandung 100,Public Service,Public Service Office,Bandung,Gedebage,-6.96762,107.700721,0.38,High,H3_BDG_009,Dummy OSM/POI proxy
POI_BDG_101,Hospital Bandung 101,Health,Hospital,Bandung,Ujungberung,-6.909847,107.70686,0.63,Low,H3_BDG_001,Dummy OSM/POI proxy
POI_BDG_102,School Bandung 102,Education,School,Bandung,Cicendo,-6.90396,107.602254,0.55,Medium,H3_BDG_008,Dummy OSM/POI proxy
POI_BDG_103,Market Bandung 103,Commercial,Market,Bandung,Ujungberung,-6.936734,107.696297,0.97,Low,H3_BDG_012,Dummy OSM/POI proxy
POI_BDG_104,Gas Station Bandung 104,Fuel & Mobility,Gas Station,Bandung,Gedebage,-6.971732,107.698605,0.93,Medium,H3_BDG_009,Dummy OSM/POI proxy
POI_BDG_105,Market Bandung 105,Commercial,Market,Bandung,Antapani,-6.891203,107.674178,0.51,Medium,H3_BDG_027,Dummy OSM/POI proxy
POI_BDG_106,Government Office Bandung 106,Public Service,Government Office,Bandung,Cicendo,-6.895405,107.611321,0.41,High,H3_BDG_008,Dummy OSM/POI proxy
POI_BDG_107,Shop House Bandung 107,Commercial,Shop House,Bandung,Gedebage,-6.927896,107.692499,0.82,High,H3_BDG_007,Dummy OSM/POI proxy
POI_BDG_108,Market Bandung 108,Commercial,Market,Bandung,Coblong,-6.885923,107.635139,0.48,Low,H3_BDG_030,Dummy OSM/POI proxy
POI_BDG_109,Station Bandung 109,Transportation,Station,Bandung,Buahbatu,-6.952577,107.652166,0.36,Medium,H3_BDG_028,Dummy OSM/POI proxy
POI_BDG_110,School Bandung 110,Education,School,Bandung,Buahbatu,-6.936601,107.656569,0.86,Medium,H3_BDG_019,Dummy OSM/POI proxy
POI_SMG_001,Shop House Semarang 1,Commercial,Shop House,Semarang,Gunungpati,-7.086039,110.389532,0.67,High,H3_SMG_023,Dummy OSM/POI proxy
POI_SMG_002,Market Semarang 2,Commercial,Market,Semarang,Pedurungan,-6.964233,110.502868,0.81,Low,H3_SMG_020,Dummy OSM/POI proxy
POI_SMG_003,Shop House Semarang 3,Commercial,Shop House,Semarang,Genuk,-6.942723,110.461269,0.84,Medium,H3_SMG_005,Dummy OSM/POI proxy
POI_SMG_004,Pharmacy Semarang 4,Health,Pharmacy,Semarang,Gunungpati,-7.093171,110.393227,0.51,Low,H3_SMG_024,Dummy OSM/POI proxy
POI_SMG_005,Public Service Office Semarang 5,Public Service,Public Service Office,Semarang,Banyumanik,-7.084819,110.407237,0.72,High,H3_SMG_016,Dummy OSM/POI proxy
POI_SMG_006,Office Center Semarang 6,Commercial,Office Center,Semarang,Gunungpati,-7.101658,110.380856,0.94,High,H3_SMG_012,Dummy OSM/POI proxy
POI_SMG_007,School Semarang 7,Education,School,Semarang,Semarang Barat,-7.012808,110.375086,0.7,Medium,H3_SMG_006,Dummy OSM/POI proxy
POI_SMG_008,Workshop Semarang 8,Fuel & Mobility,Workshop,Semarang,Pedurungan,-6.987388,110.468083,0.36,Medium,H3_SMG_001,Dummy OSM/POI proxy
POI_SMG_009,Bus Stop Semarang 9,Transportation,Bus Stop,Semarang,Genuk,-6.978529,110.482274,0.7,Medium,H3_SMG_025,Dummy OSM/POI proxy
POI_SMG_010,Office Center Semarang 10,Commercial,Office Center,Semarang,Pedurungan,-7.017496,110.461411,0.53,Medium,H3_SMG_007,Dummy OSM/POI proxy
POI_SMG_011,Market Semarang 11,Commercial,Market,Semarang,Semarang Barat,-6.997088,110.350715,0.89,Low,H3_SMG_021,Dummy OSM/POI proxy
POI_SMG_012,Gas Station Semarang 12,Fuel & Mobility,Gas Station,Semarang,Semarang Barat,-6.999203,110.374053,0.37,High,H3_SMG_006,Dummy OSM/POI proxy
POI_SMG_013,Office Center Semarang 13,Commercial,Office Center,Semarang,Gunungpati,-7.098175,110.394021,0.52,Medium,H3_SMG_027,Dummy OSM/POI proxy
POI_SMG_014,Station Semarang 14,Transportation,Station,Semarang,Banyumanik,-7.051653,110.407196,0.78,Low,H3_SMG_008,Dummy OSM/POI proxy
POI_SMG_015,Gas Station Semarang 15,Fuel & Mobility,Gas Station,Semarang,Semarang Tengah,-6.972051,110.395714,0.93,Medium,H3_SMG_015,Dummy OSM/POI proxy
POI_SMG_016,Public Service Office Semarang 16,Public Service,Public Service Office,Semarang,Pedurungan,-6.995901,110.495666,0.89,Low,H3_SMG_026,Dummy OSM/POI proxy
POI_SMG_017,Apartment Semarang 17,Residential,Apartment,Semarang,Pedurungan,-7.01434,110.467449,0.6,Low,H3_SMG_007,Dummy OSM/POI proxy
POI_SMG_018,Terminal Semarang 18,Transportation,Terminal,Semarang,Tembalang,-7.050415,110.453005,0.84,Medium,H3_SMG_017,Dummy OSM/POI proxy
POI_SMG_019,Training Center Semarang 19,Education,Training Center,Semarang,Gunungpati,-7.094211,110.382375,0.81,Medium,H3_SMG_024,Dummy OSM/POI proxy
POI_SMG_020,School Semarang 20,Education,School,Semarang,Gunungpati,-7.077063,110.376791,0.78,High,H3_SMG_029,Dummy OSM/POI proxy
POI_SMG_021,Shop House Semarang 21,Commercial,Shop House,Semarang,Pedurungan,-6.966058,110.495341,1.0,Medium,H3_SMG_020,Dummy OSM/POI proxy
POI_SMG_022,Parking Area Semarang 22,Fuel & Mobility,Parking Area,Semarang,Semarang Tengah,-6.9686,110.396157,0.51,High,H3_SMG_014,Dummy OSM/POI proxy
POI_SMG_023,Shop House Semarang 23,Commercial,Shop House,Semarang,Pedurungan,-7.022037,110.469939,0.97,Low,H3_SMG_007,Dummy OSM/POI proxy
POI_SMG_024,University Semarang 24,Education,University,Semarang,Gunungpati,-7.092215,110.382434,1.0,Medium,H3_SMG_024,Dummy OSM/POI proxy
POI_SMG_025,Mall Semarang 25,Commercial,Mall,Semarang,Pedurungan,-6.983458,110.470526,0.85,High,H3_SMG_001,Dummy OSM/POI proxy
POI_SMG_026,Pharmacy Semarang 26,Health,Pharmacy,Semarang,Gunungpati,-7.096753,110.394976,0.72,Low,H3_SMG_027,Dummy OSM/POI proxy
POI_SMG_027,Mall Semarang 27,Commercial,Mall,Semarang,Semarang Barat,-6.985506,110.371167,0.73,Low,H3_SMG_002,Dummy OSM/POI proxy
POI_SMG_028,Gas Station Semarang 28,Fuel & Mobility,Gas Station,Semarang,Tembalang,-7.067488,110.433339,0.49,Low,H3_SMG_009,Dummy OSM/POI proxy
POI_SMG_029,Office Center Semarang 29,Commercial,Office Center,Semarang,Gunungpati,-7.081019,110.39646,0.8,High,H3_SMG_024,Dummy OSM/POI proxy
POI_SMG_030,Housing Complex Semarang 30,Residential,Housing Complex,Semarang,Gunungpati,-7.078363,110.398065,0.6,Low,H3_SMG_027,Dummy OSM/POI proxy
POI_SMG_031,Parking Area Semarang 31,Fuel & Mobility,Parking Area,Semarang,Banyumanik,-7.081966,110.43109,0.95,Low,H3_SMG_030,Dummy OSM/POI proxy
POI_SMG_032,Workshop Semarang 32,Fuel & Mobility,Workshop,Semarang,Banyumanik,-7.066021,110.415636,0.36,High,H3_SMG_028,Dummy OSM/POI proxy
POI_SMG_033,Training Center Semarang 33,Education,Training Center,Semarang,Genuk,-6.953812,110.485832,0.45,High,H3_SMG_013,Dummy OSM/POI proxy
POI_SMG_034,Hospital Semarang 34,Health,Hospital,Semarang,Gunungpati,-7.096176,110.375686,0.98,High,H3_SMG_023,Dummy OSM/POI proxy
POI_SMG_035,Mall Semarang 35,Commercial,Mall,Semarang,Banyumanik,-7.09931,110.418335,0.45,Medium,H3_SMG_019,Dummy OSM/POI proxy
POI_SMG_036,Market Semarang 36,Commercial,Market,Semarang,Gunungpati,-7.097259,110.411894,0.61,Medium,H3_SMG_003,Dummy OSM/POI proxy
POI_SMG_037,Station Semarang 37,Transportation,Station,Semarang,Genuk,-6.980894,110.491398,0.61,High,H3_SMG_025,Dummy OSM/POI proxy
POI_SMG_038,Mall Semarang 38,Commercial,Mall,Semarang,Pedurungan,-7.017611,110.469582,0.63,High,H3_SMG_007,Dummy OSM/POI proxy
POI_SMG_039,Market Semarang 39,Commercial,Market,Semarang,Banyumanik,-7.089602,110.429928,0.58,Medium,H3_SMG_030,Dummy OSM/POI proxy
POI_SMG_040,Market Semarang 40,Commercial,Market,Semarang,Gunungpati,-7.099413,110.366052,0.58,Medium,H3_SMG_012,Dummy OSM/POI proxy
POI_SMG_041,School Semarang 41,Education,School,Semarang,Pedurungan,-6.968373,110.497696,0.8,Low,H3_SMG_020,Dummy OSM/POI proxy
POI_SMG_042,Government Office Semarang 42,Public Service,Government Office,Semarang,Genuk,-6.975407,110.492225,0.97,Low,H3_SMG_025,Dummy OSM/POI proxy
POI_SMG_043,Parking Area Semarang 43,Fuel & Mobility,Parking Area,Semarang,Banyumanik,-7.052151,110.423106,0.42,Medium,H3_SMG_028,Dummy OSM/POI proxy
POI_SMG_044,School Semarang 44,Education,School,Semarang,Banyumanik,-7.078365,110.404952,0.71,Medium,H3_SMG_016,Dummy OSM/POI proxy
POI_SMG_045,Mall Semarang 45,Commercial,Mall,Semarang,Semarang Barat,-6.989835,110.350438,0.59,High,H3_SMG_018,Dummy OSM/POI proxy
POI_SMG_046,School Semarang 46,Education,School,Semarang,Tembalang,-7.044024,110.457155,0.8,Medium,H3_SMG_017,Dummy OSM/POI proxy
POI_SMG_047,Market Semarang 47,Commercial,Market,Semarang,Semarang Barat,-6.981151,110.370365,0.78,High,H3_SMG_002,Dummy OSM/POI proxy
POI_SMG_048,Gas Station Semarang 48,Fuel & Mobility,Gas Station,Semarang,Gunungpati,-7.103146,110.381676,0.6,Medium,H3_SMG_012,Dummy OSM/POI proxy
POI_SMG_049,Apartment Semarang 49,Residential,Apartment,Semarang,Tembalang,-7.042071,110.45175,0.74,Low,H3_SMG_017,Dummy OSM/POI proxy
POI_SMG_050,Clinic Semarang 50,Health,Clinic,Semarang,Semarang Barat,-7.011057,110.36809,0.38,High,H3_SMG_006,Dummy OSM/POI proxy
POI_SMG_051,Office Center Semarang 51,Commercial,Office Center,Semarang,Tembalang,-7.067151,110.440367,0.79,Medium,H3_SMG_010,Dummy OSM/POI proxy
POI_SMG_052,Shop House Semarang 52,Commercial,Shop House,Semarang,Semarang Barat,-6.991693,110.343255,0.92,Low,H3_SMG_021,Dummy OSM/POI proxy
POI_SMG_053,Apartment Semarang 53,Residential,Apartment,Semarang,Semarang Barat,-6.979409,110.36926,0.78,Low,H3_SMG_018,Dummy OSM/POI proxy
POI_SMG_054,Mall Semarang 54,Commercial,Mall,Semarang,Gunungpati,-7.093036,110.39042,0.63,Medium,H3_SMG_024,Dummy OSM/POI proxy
POI_SMG_055,Bus Stop Semarang 55,Transportation,Bus Stop,Semarang,Banyumanik,-7.09057,110.434409,0.44,High,H3_SMG_030,Dummy OSM/POI proxy
POI_SMG_056,Gas Station Semarang 56,Fuel & Mobility,Gas Station,Semarang,Gunungpati,-7.098696,110.38909,0.69,Low,H3_SMG_022,Dummy OSM/POI proxy
POI_SMG_057,Apartment Semarang 57,Residential,Apartment,Semarang,Semarang Tengah,-6.975343,110.39443,0.45,Low,H3_SMG_014,Dummy OSM/POI proxy
